boat,dtf,long,lat,time
321,3862994,-23.68656,17.81604,1478851200
321,3862994,-24.13437,17.53278,1478865605
321,3862994,-24.52455,17.25344,1478880005
321,3862995,-24.893,16.97231,1478894400
321,3862995,-24.99464,16.88537,1478908805
321,3862995,-24.99473,16.88543,1478923206
321,3862995,-24.99461,16.88532,1478937605
321,3862995,-24.99125,16.88682,1478952006
321,3862995,-24.99123,16.8868,1478966405
321,3862995,-24.99122,16.8868,1478980805
321,3862995,-24.99122,16.88683,1478995206
321,3862995,-24.99122,16.88681,1479009606
321,3862995,-24.99123,16.88682,1479024005
321,3862995,-24.99117,16.88679,1479038405
321,3862995,-24.99122,16.8868,1479052805
321,3862995,-24.99121,16.88679,1479067205
321,3862995,-24.9912,16.88683,1479081606
321,3862995,-24.99121,16.88682,1479096006
321,3862995,-24.99124,16.88684,1479110405
321,3862995,-24.99132,16.88679,1479124800
321,3862995,-24.99117,16.88689,1479139224
321,3862995,-24.99121,16.88679,1479153605
321,3862995,-24.99121,16.88681,1479168006
321,3862995,-24.99123,16.88683,1479182406
321,3862995,-24.99123,16.88681,1479196805
321,3862995,-24.99165,16.88659,1479211201
321,3862995,-24.99118,16.8868,1479225600
321,3862995,-24.99121,16.88683,1479240005
321,3862995,-24.99122,16.88682,1479254406
321,3862995,-24.99119,16.88679,1479268800
321,3862995,-24.99123,16.88682,1479283205
321,3862995,-24.99134,16.88686,1479297600
321,3838765,-25.18885,16.86947,1479312005
321,3808567,-25.47284,16.86861,1479326405
321,3768015,-25.85399,16.9203,1479340806
321,3736360,-26.15169,17.00238,1479355206
321,3706732,-26.43087,17.11023,1479369605
321,3673044,-26.74852,17.16951,1479384006
321,3633073,-27.12464,17.13014,1479398405
321,3592702,-27.50449,17.09956,1479412800
321,3555318,-27.85664,17.11017,1479427205
321,3519686,-28.19244,17.12731,1479441600
321,3476358,-28.60067,17.13645,1479456005
321,3426758,-29.06799,17.14313,1479470406
321,3384081,-29.47399,17.29811,1479484806
321,3339334,-29.89856,17.37999,1479499205
321,3301319,-30.25713,17.37723,1479513606
321,3262321,-30.62953,17.48818,1479528000
321,3222113,-31.01146,17.53752,1479542405
321,3177383,-31.43393,17.53503,1479556806
321,3132504,-31.85819,17.53894,1479571206
321,3086648,-32.2933,17.57055,1479585605
321,3049093,-32.63677,17.36064,1479600000
321,3016217,-32.93602,17.13584,1479614405
321,2990996,-33.16398,16.90767,1479628800
321,2951680,-33.53069,16.82294,1479643205
321,2915163,-33.87392,16.81473,1479657606
321,2876142,-34.24018,16.79402,1479672005
321,2836599,-34.61095,16.7651,1479686406
321,2797922,-34.97612,16.7939,1479700806
321,2763889,-35.30197,16.90342,1479715237
321,2728334,-35.63813,16.92632,1479729606
321,2692128,-35.97605,16.87157,1479744005
321,2689160,-36.00342,16.86134,1479758405
321,2645061,-36.41657,16.82435,1479772806
321,2595392,-36.87891,16.73416,1479787206
321,2547552,-37.32585,16.67837,1479801605
321,2499194,-37.77693,16.61297,1479816000
321,2456829,-38.17231,16.56144,1479830405
321,2410603,-38.60473,16.52412,1479844805
321,2362584,-39.05356,16.48125,1479859200
321,2312759,-39.51894,16.43365,1479873605
321,2264889,-39.96459,16.36765,1479888005
321,2217933,-40.40048,16.28626,1479902400
321,2169360,-40.85319,16.23232,1479916805
321,2120966,-41.30593,16.20606,1479931206
321,2073380,-41.74955,16.15863,1479945606
321,2028403,-42.16762,16.09792,1479960006
321,1983057,-42.58871,16.03283,1479974406
321,1943676,-42.95609,16.00183,1479988800
321,1899455,-43.3654,15.92293,1480003205
321,1853209,-43.79501,15.86446,1480017605
321,1807351,-44.22158,15.8164,1480032005
321,1761503,-44.64706,15.7559,1480046400
321,1715397,-45.07598,15.71156,1480060805
321,1665821,-45.54327,15.74558,1480075205
321,1617719,-45.99887,15.79803,1480089606
321,1573529,-46.41586,15.8215,1480104006
321,1540987,-46.71543,15.75705,1480118405
321,1506582,-47.03561,15.72699,1480132800
321,1480650,-47.2836,15.77319,1480147205
321,1444588,-47.6214,15.76314,1480161605
321,1420723,-47.84249,15.7326,1480176000
321,1386013,-48.17038,15.74821,1480190405
321,1350502,-48.50513,15.75524,1480204800
321,1309385,-48.89378,15.76982,1480219205
321,1266530,-49.30438,15.8237,1480233600
321,1223035,-49.72696,15.90938,1480248005
321,1185158,-50.0739,15.83487,1480262400
321,1148554,-50.40443,15.73051,1480276805
321,1107172,-50.78343,15.65,1480291200
321,1067204,-51.15392,15.6044,1480305605
321,1027045,-51.53197,15.5983,1480320005
321,991746,-51.87407,15.65256,1480334405
321,949402,-52.24821,15.48803,1480348805
321,902826,-52.66257,15.31914,1480363200
321,865159,-52.99593,15.16272,1480377605
321,822785,-53.37046,14.96713,1480392000
321,773935,-53.80886,14.77784,1480406405
321,727551,-54.22861,14.61169,1480420805
321,681444,-54.65268,14.5274,1480435205
321,647487,-54.96405,14.44333,1480449600
321,601754,-55.38608,14.37264,1480464005
321,554841,-55.81872,14.28122,1480478406
321,517993,-56.15858,14.0982,1480492800
321,477475,-56.53878,13.93159,1480507205
321,430339,-56.97499,13.9605,1480521606
321,389921,-57.35022,13.95775,1480536005
321,346725,-57.74978,13.99074,1480550400
321,296934,-58.21006,14.05555,1480564805
321,251902,-58.62875,14.1634,1480579205
321,201396,-59.105,14.26337,1480593605
321,151827,-59.56419,14.23069,1480608005
321,102767,-60.01928,14.20188,1480622406
321,99926,-60.04607,14.20325,1480623300
321,97175,-60.07203,14.20447,1480624200
321,94195,-60.10021,14.20599,1480625100
321,91253,-60.12809,14.20764,1480626000
321,88475,-60.15449,14.2094,1480626900
321,85743,-60.1805,14.21113,1480627800
321,82921,-60.20745,14.21313,1480628700
321,79984,-60.23552,14.21498,1480629600
321,77249,-60.26179,14.21702,1480630500
321,74457,-60.28872,14.21928,1480631400
321,71708,-60.31535,14.22159,1480632300
321,69032,-60.34147,14.22425,1480633200
321,66265,-60.36872,14.22744,1480634100
321,63593,-60.3951,14.23019,1480635000
321,60906,-60.42178,14.2329,1480635900
321,58170,-60.44911,14.23556,1480636800
321,58167,-60.44914,14.23556,1480637700
321,0,-60.47474,14.23806,1480637700
321,52815,-60.50315,14.24041,1480638600
321,49983,-60.53194,14.24237,1480639500
321,47191,-60.5607,14.24438,1480640400
321,44383,-60.59022,14.24675,1480641300
321,41587,-60.62031,14.24937,1480642200
321,38908,-60.64601,14.24505,1480643100
321,35905,-60.67094,14.23293,1480644000
321,33699,-60.68682,14.21954,1480644900
321,31185,-60.70779,14.20959,1480645800
321,28506,-60.73026,14.19922,1480646700
321,25957,-60.75185,14.18974,1480647600
321,23431,-60.77338,14.18057,1480648500
321,20836,-60.79539,14.17093,1480649400
321,18300,-60.81854,14.16423,1480650300
321,15773,-60.84148,14.157,1480651200
321,13009,-60.86706,14.14925,1480652100
321,10488,-60.89112,14.1422,1480653000
321,8264,-60.9139,14.13616,1480653900
321,6269,-60.9365,14.12982,1480654800
321,4476,-60.96328,14.12077,1480655700
321,2431,-60.97478,14.10012,1480656600
321,446,-60.96766,14.08339,1480657500
321,0,-60.96494,14.08016,1480657715
321,0,-60.95855,14.07934,1480658400
321,0,-60.95079,14.07699,1480659300
321,0,-60.95019,14.07401,1480660200
321,0,-60.95021,14.074,1480661100
321,0,-60.9502,14.074,1480662000
321,0,-60.9502,14.07401,1480665600
321,0,-60.9502,14.07401,1480680005
346,3862994,-15.42661,28.12568,1478164355
346,3862994,-15.42665,28.12574,1478174406
346,3862994,-15.42659,28.12576,1478188806
346,3862994,-15.42667,28.12577,1478196000
346,3862994,-15.42665,28.12578,1478267045
346,3862994,-15.42682,28.12578,1478344355
346,3862994,-15.42664,28.12572,1478347206
346,3862994,-15.42673,28.12591,1478354400
346,3862994,-15.42667,28.1258,1478361605
346,3862994,-15.42661,28.12581,1478368800
346,3862994,-15.42663,28.12576,1478376005
346,3862994,-15.4266,28.12579,1478383200
346,3862994,-15.42663,28.1258,1478386800
346,3862994,-15.42664,28.12577,1478390405
346,3862994,-15.42666,28.12575,1478394005
346,3862994,-15.42667,28.12579,1478397600
346,3862994,-15.4267,28.12581,1478401200
346,3862994,-15.42667,28.12568,1478404819
346,3862994,-15.42677,28.12569,1478408416
346,3862994,-15.42666,28.12574,1478412006
346,3862994,-15.42671,28.12575,1478412900
346,3862994,-15.42662,28.12579,1478413800
346,3862994,-15.42664,28.12577,1478414700
346,3862994,-15.4267,28.12571,1478415600
346,3862994,-15.42678,28.1257,1478416500
346,3862994,-15.42704,28.12566,1478417400
346,3862994,-15.42666,28.12582,1478418306
346,3862994,-15.42663,28.12577,1478419200
346,3862994,-15.42667,28.12577,1478420100
346,3862994,-15.42661,28.12575,1478421000
346,3862994,-15.42658,28.12573,1478421900
346,3862994,-15.42658,28.12572,1478422800
346,3862994,-15.42658,28.12576,1478423700
346,3862994,-15.42658,28.12572,1478424600
346,3862994,-15.42664,28.1257,1478425500
346,3862994,-15.42662,28.12576,1478426405
346,3862994,-15.42676,28.12569,1478427300
346,3862994,-15.42675,28.12569,1478428200
346,3862994,-15.42676,28.12568,1478429100
346,3862994,-15.4267,28.12573,1478430000
346,3862994,-15.42666,28.12578,1478430900
346,3862994,-15.42669,28.12578,1478431800
346,3862994,-15.42661,28.12571,1478432700
346,3862994,-15.42371,28.12822,1478433600
346,3862994,-15.41164,28.11379,1478434500
346,3862994,-15.40571,28.10948,1478435400
346,3862994,-15.39695,28.11541,1478436300
346,3862994,-15.40887,28.11107,1478437200
346,3862994,-15.40372,28.09367,1478438100
346,3862994,-15.38558,28.08379,1478439000
346,3862994,-15.36721,28.07159,1478439900
346,3862994,-15.35434,28.05811,1478440800
346,3862994,-15.33805,28.04437,1478441705
346,3862994,-15.32108,28.02807,1478442600
346,3862994,-15.30854,28.0158,1478443500
346,3862994,-15.30444,27.99378,1478444400
346,3862994,-15.30821,27.96878,1478445300
346,3862994,-15.31255,27.94355,1478446200
346,3862994,-15.31678,27.91808,1478447100
346,3862994,-15.32617,27.89276,1478448000
346,3862994,-15.33687,27.86806,1478448900
346,3862994,-15.34932,27.84494,1478449800
346,3862994,-15.36681,27.82502,1478450700
346,3862994,-15.38598,27.80665,1478451600
346,3862994,-15.40512,27.78834,1478452500
346,3862994,-15.42416,27.77039,1478453401
346,3862994,-15.44316,27.75216,1478454300
346,3862994,-15.46254,27.73319,1478455200
346,3862994,-15.48146,27.7142,1478456100
346,3862994,-15.50077,27.69479,1478457000
346,3862994,-15.52031,27.67494,1478457900
346,3862994,-15.54034,27.65492,1478458800
346,3862994,-15.55992,27.63503,1478459700
346,3862994,-15.57984,27.6162,1478460600
346,3862994,-15.5997,27.59862,1478461500
346,3862994,-15.62047,27.58163,1478462400
346,3862994,-15.64259,27.56453,1478463330
346,3862994,-15.66292,27.54866,1478464200
346,3862994,-15.68391,27.53294,1478465100
346,3862994,-15.70481,27.51772,1478466000
346,3862994,-15.7259,27.50227,1478466900
346,3862994,-15.74626,27.48654,1478467800
346,3862994,-15.76629,27.47075,1478468700
346,3862994,-15.78645,27.45497,1478469600
346,3862994,-15.80637,27.43923,1478470500
346,3862994,-15.82632,27.42385,1478471400
346,3862994,-15.8464,27.40785,1478472300
346,3862994,-15.86635,27.39191,1478473200
346,3862994,-15.88602,27.37574,1478474100
346,3862994,-15.90547,27.35954,1478475000
346,3862994,-15.94439,27.32694,1478476800
346,3862994,-16.24829,27.07136,1478491205
346,3862994,-16.54611,26.84509,1478505605
346,3862994,-16.81453,26.67551,1478520006
346,3862994,-17.09601,26.46038,1478534406
346,3862994,-17.3419,26.22336,1478548805
346,3862994,-17.62292,25.89511,1478563206
346,3862994,-17.98882,25.65527,1478577605
346,3862994,-18.3643,25.40483,1478592005
346,3862994,-18.75174,25.14068,1478606406
346,3862994,-19.10474,24.81832,1478620806
346,3862994,-19.41167,24.4952,1478635205
346,3862994,-19.7117,24.12465,1478649605
346,3862994,-19.93416,23.71063,1478664006
346,3862994,-20.18905,23.32108,1478678405
346,3862994,-20.48921,22.94137,1478692805
346,3862994,-20.76301,22.57414,1478707206
346,3862994,-20.9292,22.21415,1478721624
346,3862994,-21.09842,21.85603,1478736005
346,3862994,-21.28709,21.45062,1478750406
346,3862994,-21.49184,21.04179,1478764805
346,3862994,-21.77133,20.67717,1478779205
346,3862994,-22.10217,20.35864,1478793605
346,3862994,-22.29816,20.01055,1478808005
346,3862994,-22.47115,19.60378,1478822406
346,3862994,-22.62314,19.19887,1478836806
346,3862994,-22.85309,18.79742,1478851205
346,3862994,-23.25187,18.53489,1478865605
346,3862994,-23.63372,18.25748,1478880005
346,3862994,-24.02216,18.00074,1478894406
346,3862994,-24.34132,17.73033,1478908805
346,3862994,-24.60451,17.41506,1478923200
346,3862994,-24.85539,17.10512,1478937605
346,3862994,-24.99133,16.88699,1478952005
346,3862994,-24.99134,16.88687,1479285143
346,3862994,-24.99132,16.88692,1479297600
346,3842159,-25.15694,16.86744,1479312005
346,3810029,-25.45898,16.88516,1479326405
346,3781064,-25.73116,16.94038,1479340805
346,3747507,-26.04684,16.9417,1479355200
346,3717928,-26.32511,16.94251,1479369605
346,3681989,-26.6632,16.93646,1479384000
346,3644227,-27.01874,17.0079,1479398405
346,3604412,-27.39385,17.05832,1479412805
346,3569827,-27.71968,17.08205,1479427206
346,3536985,-28.02959,17.13208,1479441600
346,3496401,-28.41177,17.12925,1479456005
346,3453208,-28.81724,17.05488,1479470400
346,3412495,-29.19934,16.98787,1479484805
346,3371474,-29.58471,16.95101,1479499205
346,3340724,-29.87589,17.03805,1479513600
346,3306150,-30.20019,16.98706,1479528005
346,3269118,-30.54605,16.86977,1479542405
346,3230842,-30.9056,16.8491,1479556800
346,3185441,-31.32678,16.56192,1479571205
346,3146394,-31.69502,16.64556,1479585605
346,3109016,-32.04994,16.79505,1479600005
346,3079061,-32.33771,16.98125,1479614400
346,3058096,-32.54374,17.19213,1479628805
346,3021809,-32.8899,17.27443,1479643206
346,2981234,-33.27775,17.36611,1479657605
346,2946336,-33.61791,17.53775,1479672005
346,2921864,-33.87106,17.83723,1479686400
346,2886884,-34.20629,17.88106,1479700805
346,2853640,-34.52069,17.86979,1479715205
346,2824683,-34.79265,17.83795,1479729606
346,2792993,-35.0923,17.82694,1479744005
346,2758948,-35.41079,17.77681,1479758405
346,2720710,-35.76875,17.7247,1479772806
346,2683191,-36.11939,17.66854,1479787205
346,2646994,-36.45663,17.60421,1479801624
346,2611593,-36.78707,17.54949,1479816005
346,2586235,-37.02638,17.53913,1479830405
346,2548712,-37.37615,17.47812,1479844805
346,2513156,-37.70861,17.43238,1479859205
346,2478773,-38.0211,17.29375,1479873606
346,2444900,-38.32763,17.14065,1479888005
346,2411581,-38.6324,17.02533,1479902400
346,2378441,-38.93619,16.918,1479916805
346,2349039,-39.20519,16.81609,1479931205
346,2321855,-39.45985,16.79565,1479945600
346,2290835,-39.74785,16.74122,1479960005
346,2255524,-40.07247,16.64055,1479974400
346,2226156,-40.3414,16.54341,1479988805
346,2194155,-40.63913,16.49844,1480003206
346,2166739,-40.89394,16.4573,1480017606
346,2140696,-41.13212,16.36827,1480032000
346,2103096,-41.48032,16.29715,1480046405
346,2065573,-41.83027,16.26063,1480060800
346,2021358,-42.24277,16.22062,1480075205
346,1977598,-42.64889,16.15473,1480089605
346,1931777,-43.07681,16.12196,1480104005
346,1887421,-43.49217,16.10493,1480118405
346,1848135,-43.85847,16.07091,1480132805
346,1813315,-44.18162,16.02346,1480147200
346,1777345,-44.51295,15.94545,1480161605
346,1733446,-44.91961,15.87926,1480176006
346,1692581,-45.30184,15.86343,1480190406
346,1655530,-45.64847,15.84981,1480204800
346,1621552,-45.96878,15.86401,1480219205
346,1586184,-46.30223,15.87686,1480233600
346,1549800,-46.64588,15.89389,1480248005
346,1517030,-46.95022,15.85734,1480262405
346,1483567,-47.26351,15.84466,1480276806
346,1447699,-47.59841,15.82235,1480291200
346,1413269,-47.91197,15.7272,1480305605
346,1377159,-48.24586,15.67568,1480320000
346,1342647,-48.56389,15.61678,1480334405
346,1307942,-48.87985,15.52004,1480348805
346,1276354,-49.15789,15.32445,1480363200
346,1249175,-49.39812,15.14596,1480377605
346,1229903,-49.56157,14.8717,1480392000
346,1200602,-49.82809,14.71823,1480406405
346,1165750,-50.15174,14.69565,1480420806
346,1135138,-50.4389,14.74842,1480435205
346,1097342,-50.7903,14.73422,1480449600
346,1058080,-51.15561,14.72553,1480464005
346,1017837,-51.52996,14.71494,1480478406
346,973601,-51.94166,14.70717,1480492800
346,933263,-52.31931,14.73743,1480507205
346,889452,-52.72859,14.74963,1480521605
346,847498,-53.11889,14.73545,1480536000
346,802767,-53.53407,14.70714,1480550405
346,757473,-53.95483,14.68383,1480564805
346,714963,-54.34866,14.64866,1480579200
346,667165,-54.79351,14.63543,1480593636
346,618294,-55.24945,14.63337,1480608005
346,569475,-55.70541,14.63312,1480622400
346,522697,-56.13691,14.57744,1480636805
346,476149,-56.57106,14.56931,1480651206
346,427286,-57.02864,14.57248,1480665600
346,378090,-57.49368,14.59829,1480680005
346,326747,-57.98522,14.64185,1480694405
346,285378,-58.38225,14.66119,1480708800
346,239912,-58.7877,14.54029,1480723205
346,192384,-59.20813,14.39407,1480737606
346,146205,-59.61547,14.21961,1480752000
346,102611,-60.01317,14.10958,1480766431
346,99716,-60.04003,14.10921,1480767300
346,96773,-60.06747,14.11281,1480768200
346,93941,-60.0939,14.11613,1480769100
346,91273,-60.11871,14.11676,1480770000
346,88793,-60.14184,14.11878,1480770900
346,86331,-60.16483,14.1211,1480771800
346,83566,-60.19057,14.12189,1480772700
346,80700,-60.21724,14.12252,1480773600
346,78188,-60.24075,14.12518,1480774500
346,75950,-60.26158,14.12549,1480775400
346,73398,-60.2855,14.12818,1480776300
346,70624,-60.31143,14.12969,1480777200
346,67929,-60.33676,14.13261,1480778100
346,65307,-60.36149,14.13586,1480779000
346,62641,-60.38632,14.13566,1480779900
346,59904,-60.41195,14.13665,1480780800
346,57153,-60.43768,14.13717,1480781700
346,54369,-60.46376,14.13783,1480782600
346,51554,-60.49018,14.1387,1480783500
346,48757,-60.5164,14.13904,1480784400
346,45886,-60.54328,14.13893,1480785300
346,43034,-60.56996,14.13847,1480786200
346,40246,-60.59606,14.13795,1480787100
346,37507,-60.62164,14.13688,1480788000
346,34890,-60.64619,14.1363,1480788900
346,32315,-60.67039,14.13574,1480789800
346,29804,-60.69399,14.13495,1480790700
346,27086,-60.71955,14.13386,1480791600
346,24296,-60.74579,14.13243,1480792500
346,21449,-60.77275,14.13122,1480793400
346,18591,-60.8001,14.13033,1480794300
346,15783,-60.82716,14.12909,1480795200
346,13102,-60.85309,14.12709,1480796100
346,10473,-60.87934,14.12543,1480797000
346,8058,-60.90469,14.12368,1480797900
346,6004,-60.92859,14.1216,1480798800
346,3983,-60.9503,14.1135,1480799700
346,1864,-60.96741,14.0971,1480800600
346,0,-60.96378,14.07825,1480801500
346,0,-60.95668,14.07889,1480802400
369,3862994,-15.42612,28.12559,1478107985
369,3862994,-15.42642,28.12583,1478109600
369,3862994,-15.42609,28.12563,1478116800
369,3862994,-15.42613,28.12559,1478124005
369,3862994,-15.42611,28.12554,1478131200
369,3862994,-15.42615,28.12557,1478138406
369,3862994,-15.42612,28.1256,1478145600
369,3862994,-15.4261,28.12561,1478152806
369,3862994,-15.426,28.12559,1478160000
369,3862994,-15.42617,28.12559,1478167206
369,3862994,-15.42613,28.12557,1478174400
369,3862994,-15.42613,28.12566,1478181600
369,3862994,-15.42611,28.12559,1478188805
369,3862994,-15.42619,28.12561,1478196000
369,3862994,-15.42617,28.12561,1478203205
369,3862994,-15.42612,28.12566,1478210400
369,3862994,-15.42609,28.12556,1478217600
369,3862994,-15.4261,28.12561,1478224805
369,3862994,-15.42611,28.12555,1478232000
369,3862994,-15.42611,28.12559,1478239205
369,3862994,-15.42619,28.12565,1478246400
369,3862994,-15.42613,28.12558,1478253606
369,3862994,-15.42611,28.12562,1478260800
369,3862994,-15.42574,28.12565,1478268000
369,3862994,-15.42617,28.12561,1478275205
369,3862994,-15.42614,28.1256,1478282400
369,3862994,-15.42612,28.12556,1478289601
369,3862994,-15.42614,28.12564,1478296800
369,3862994,-15.42614,28.1256,1478304005
369,3862994,-15.42609,28.12554,1478311200
369,3862994,-15.42614,28.12559,1478318406
369,3862994,-15.42618,28.12563,1478325600
369,3862994,-15.42612,28.12558,1478332805
369,3862994,-15.42618,28.12556,1478340000
369,3862994,-15.42616,28.12562,1478347501
369,3862994,-15.42612,28.12571,1478354400
369,3862994,-15.42613,28.1256,1478361605
369,3862994,-15.4261,28.12561,1478368800
369,3862994,-15.42617,28.12559,1478376006
369,3862994,-15.4262,28.12567,1478379600
369,3862994,-15.42613,28.1256,1478383200
369,3862994,-15.42626,28.12556,1478386800
369,3862994,-15.4261,28.12563,1478390405
369,3862994,-15.42622,28.12534,1478394000
369,3862994,-15.42615,28.12551,1478397600
369,3862994,-15.42613,28.12558,1478401206
369,3862994,-15.42617,28.12561,1478404800
369,3862994,-15.42627,28.12568,1478408400
369,3862994,-15.4261,28.12559,1478412005
369,3862994,-15.42614,28.12557,1478412900
369,3862994,-15.4261,28.12563,1478413800
369,3862994,-15.4262,28.12551,1478414700
369,3862994,-15.42615,28.12556,1478415600
369,3862994,-15.42615,28.12556,1478416500
369,3862994,-15.42612,28.1256,1478417400
369,3862994,-15.42616,28.12562,1478418300
369,3862994,-15.42627,28.12558,1478419200
369,3862994,-15.42611,28.1256,1478420100
369,3862994,-15.4263,28.12572,1478421000
369,3862994,-15.42613,28.1256,1478421900
369,3862994,-15.42611,28.12553,1478422800
369,3862994,-15.42608,28.12557,1478423700
369,3862994,-15.42614,28.12559,1478424600
369,3862994,-15.42599,28.12563,1478425500
369,3862994,-15.4261,28.12521,1478426400
369,3862994,-15.42611,28.1256,1478427305
369,3862994,-15.42627,28.12556,1478428200
369,3862994,-15.42631,28.12557,1478429100
369,3862994,-15.42627,28.1256,1478430000
369,3862994,-15.42633,28.12561,1478431800
369,3862994,-15.42624,28.12562,1478432700
369,3862994,-15.42617,28.12565,1478433600
369,3862994,-15.42552,28.12767,1478434500
369,3862994,-15.41392,28.12044,1478435400
369,3862994,-15.40334,28.11343,1478436300
369,3862994,-15.41138,28.10859,1478437204
369,3862994,-15.40332,28.09405,1478438100
369,3862994,-15.38532,28.08499,1478439000
369,3862994,-15.36655,28.07467,1478439900
369,3862994,-15.35134,28.063,1478440800
369,3862994,-15.33325,28.0512,1478441700
369,3862994,-15.32508,28.03292,1478442600
369,3862994,-15.3211,28.0184,1478443500
369,3862994,-15.31708,28.00715,1478444400
369,3862994,-15.31298,27.99825,1478445300
369,3862994,-15.31418,27.99301,1478446200
369,3862994,-15.3164,27.98642,1478447100
369,3862994,-15.32162,27.96734,1478448006
369,3862994,-15.32864,27.94534,1478448900
369,3862994,-15.33648,27.92287,1478449800
369,3862994,-15.34359,27.90112,1478450700
369,3862994,-15.35766,27.88135,1478451600
369,3862994,-15.37127,27.86247,1478452500
369,3862994,-15.38449,27.84444,1478453400
369,3862994,-15.39754,27.82637,1478454300
369,3862994,-15.41038,27.80942,1478455200
369,3862994,-15.42469,27.79425,1478456100
369,3862994,-15.43966,27.77782,1478457000
369,3862994,-15.45534,27.76094,1478457900
369,3862994,-15.47086,27.7439,1478458800
369,3862994,-15.48598,27.7272,1478459705
369,3862994,-15.50168,27.71108,1478460600
369,3862994,-15.51627,27.69397,1478461500
369,3862994,-15.53206,27.67686,1478462401
369,3862994,-15.54765,27.65984,1478463300
369,3862994,-15.56338,27.64286,1478464200
369,3862994,-15.57861,27.62595,1478465100
369,3862994,-15.59422,27.60906,1478466000
369,3862994,-15.60973,27.59216,1478466900
369,3862994,-15.62541,27.57507,1478467800
369,3862994,-15.64093,27.55803,1478468700
369,3862994,-15.65632,27.54126,1478469600
369,3862994,-15.67146,27.52446,1478470500
369,3862994,-15.68638,27.50829,1478471400
369,3862994,-15.70103,27.49213,1478472300
369,3862994,-15.71559,27.4761,1478473200
369,3862994,-15.73027,27.46003,1478474100
369,3862994,-15.74508,27.44395,1478475000
369,3862994,-15.7598,27.42773,1478475900
369,3862994,-15.77468,27.41147,1478476805
369,3862994,-15.78954,27.39521,1478477700
369,3862994,-15.80469,27.37853,1478478600
369,3862994,-15.81967,27.36195,1478479500
369,3862994,-15.8347,27.34533,1478480400
369,3862994,-16.00924,27.15308,1478491205
369,3862994,-16.22609,26.9129,1478505605
369,3862994,-16.44379,26.67029,1478520000
369,3862994,-16.67618,26.40995,1478534405
369,3862994,-16.95366,26.16926,1478548805
369,3862994,-17.2606,25.92907,1478563205
369,3862994,-17.56514,25.62272,1478577624
369,3862994,-17.94454,25.3471,1478592005
369,3862994,-18.25041,25.02534,1478606405
369,3862994,-18.56734,24.69849,1478620805
369,3862994,-18.83941,24.35327,1478635206
369,3862994,-19.1352,24.03122,1478649630
369,3862994,-19.43596,23.71408,1478664005
369,3862994,-19.73432,23.3739,1478678405
369,3862994,-20.04515,23.00999,1478692805
369,3862994,-20.31754,22.63252,1478707206
369,3862994,-20.49729,22.27902,1478721636
369,3862994,-20.67941,21.95813,1478736005
369,3862994,-20.85079,21.56872,1478750405
369,3862994,-21.07191,21.20111,1478764805
369,3862994,-21.30488,20.83159,1478779206
369,3862994,-21.49428,20.42428,1478793605
369,3862994,-21.69855,20.10987,1478808005
369,3862994,-22.09321,19.91215,1478822405
369,3862994,-22.46307,19.72171,1478836805
369,3862994,-22.87976,19.53797,1478851205
369,3862994,-23.22901,19.22284,1478865606
369,3862994,-23.57336,18.91458,1478880025
369,3862994,-23.88796,18.61799,1478894405
369,3862994,-24.25714,18.36618,1478908805
369,3862994,-24.5029,18.06319,1478923205
369,3862994,-24.6659,17.65456,1478937605
369,3862994,-24.82893,17.25538,1478952006
369,3862995,-25.00453,16.90243,1478966405
369,3862995,-24.99145,16.8871,1478980805
369,3862995,-24.99144,16.8871,1478995200
369,3862995,-24.99145,16.88709,1479009605
369,3862995,-24.99146,16.88711,1479024006
369,3862995,-24.99144,16.8871,1479038406
369,3862995,-24.99146,16.88708,1479052805
369,3862995,-24.99147,16.88709,1479067206
369,3862995,-24.99146,16.88712,1479081606
369,3862995,-24.99145,16.88709,1479096006
369,3862995,-24.99146,16.88711,1479110405
369,3862995,-24.99147,16.88711,1479124806
369,3862995,-24.99145,16.88709,1479139205
369,3862995,-24.99146,16.88709,1479153606
369,3862995,-24.99146,16.8871,1479168005
369,3862995,-24.99144,16.88709,1479182400
369,3862995,-24.99146,16.8871,1479196805
369,3862995,-24.99144,16.88709,1479211200
369,3862995,-24.99145,16.8871,1479225605
369,3862995,-24.99144,16.8871,1479240006
369,3862995,-24.99145,16.88709,1479254406
369,3862995,-24.99144,16.8871,1479268800
369,3862995,-24.99145,16.8871,1479283206
369,3862995,-24.99147,16.88712,1479297606
369,3840201,-25.17526,16.87984,1479312006
369,3811245,-25.44762,16.87401,1479326405
369,3780480,-25.73686,16.89078,1479340806
369,3749561,-26.02757,16.92075,1479355200
369,3711699,-26.38373,16.90139,1479369605
369,3677897,-26.70175,16.96537,1479384000
369,3645211,-27.00984,17.06761,1479398405
369,3612253,-27.32009,17.06496,1479412805
369,3583612,-27.58935,17.02582,1479427200
369,3544046,-27.96169,17.02037,1479441605
369,3506158,-28.3182,17.01293,1479456006
369,3466734,-28.68895,16.99154,1479470400
369,3428584,-29.04799,16.99199,1479484805
369,3387901,-29.43074,16.98477,1479499206
369,3354920,-29.74258,17.05349,1479513600
369,3320347,-30.06791,17.04541,1479528005
369,3279813,-30.44951,17.04353,1479542406
369,3243368,-30.79388,17.0853,1479556800
369,3201166,-31.19336,17.14532,1479571205
369,3158729,-31.59521,17.1973,1479585605
369,3117679,-31.98246,17.20354,1479600000
